Capverdian Creole,Portuguese,English
"Ê nhá desejê isga basebol em 1970, e m te apto p isgá.","É meu desejo jogar basebol em 1970, e estou apto para jogar.","It is my desire to play baseball in 1970, and I am capable of playing."
350 p combatê crise de kmida ne kel temp.,350 para combater a crise de comida naquele tempo.,350 in order to combat the food crisis at the time.
"Má te existí um Maggie, m lembrá depos.","Mas existe uma Maggie, eu lembrei depois.","Although there is a Maggie, I realized later."
"Kem ker ke tiver fe em mim, bei ne kel direção lá.","Quem quer que tenha fé em mim, vá naquela direção!","Whoever has faith in me, go in that direction!"
Es êne podê fká ne África do Sul one apos one sem representação politíca.,Eles não podem ficar na África do Sul ano após ano sem representação política.,They cannot stay in South Africa year after year without political representation.
El afirma p canal 360 ke el te lá ne Tegucigalpa.,Ele afirmou ao Canal 36 estou aqui em Tegucigalpa.,He stated to Canal 36 that I am here in Tegucigalpa.
"Seria capaz de, e m tinha ke, restabelecê liberdade de kes partíd soviéticos.","Seria capaz de, e teria que, restabelecer a liberdade dos partidos soviéticos.","It would be able to, and would have to, restore freedom of Soviet parties."
Juizes justo!,Juízes justos!,Righteous judges!
"Tonte p Shaki como p mim, voltá p nos terra, além de kel carga emocional ke isso tive p nos, foi maravilhose.","Tanto para Shaki como para mim, voltar a nosso terrar, além da carga emocional que isso teve para nós, foi maravilhoso.","Both for Shaki and for me, being back in our territory, plus the emotional load that this had for us, it was wonderful."
"Mesm te aplicá p Geórgia, embora nes case m te aconcelhób a ser einda mas cuidadose.","O mesmo se aplica à Geórgia, embora neste caso eu o aconselho a ser ainda mais cuidadoso.","Same applies to Georgia, although in this case I advise you to be even more careful."
Es êne sebia dondê ke Mike Garrett tava.,Eles não sabiam onde Mike Garrett estava.,They didn't know where Mike Garrett was.
P oia mund até ke m txá nhá próprio corp.,Para ver o mundo até que eu deixe o meu próprio corpo.,To see the world until I leave my own body.
El també te perce condê Meg te xtód ne prige.,Ele também aparece quando Meg está em perigo.,He also appears when Meg is in danger.
"P mesm razão, el ma Tiffany també tive ke sai de kel Show!","Pela mesma razão, ela e Tiffany também tiveram que sair do Show!","For the same reason, she and Tiffany also had to leave Show!"
"Jones, moda tontê otes, ajudá p reconstrui esse cidade.","Jones, como tantos outros, ajudou a reconstruir a cidade.","Jones, like many others, helped rebuild the city."
"No entante, um exceção foi fête p 3.0.6 ke já te ne dzenvolvimente.","No entanto, uma exceção foi feita para 3.0.6 que já estava em desenvolvimento.","However, an exception was made for 3.0.6 which was already in development."
Kel livro de Abraão.,Livro de Abraão .,The Book of Abraham.
Tud kes otes unidade xpecial te fcá na mapa ate mrre.,Todas as outras unidades especiais ficam no mapa até morrer.,All other special units remain on the map until they die.
"Hoje, kes relação politica entre Taiwan e China mudá; M te xperá ke es te dzenvolve pacificamente...","Hoje, as relações políticas entre Taiwan e a China mudaram; Espero que se desenvolvam pacificamente ...","Today, political relations between Taiwan and China have changed; I hope it will develop peacefully..."
Debbie també afirmá ke el ká tem nenhum relação ke kes membre de grup desde 2014.,Debbie também afirmou que ela não tem nenhuma relação com os membros do grupo desde 2014.,Debbie has also stated that she has no relationship with the members of the group as of 2014.
Herring dzê ne Novembro de 2010 ke el kriá luta mes ced possível. ,Herring disse em Novembro de 2010 que ele queria lutar o mais cedo possível.,Herring said in November 2010 that he wants to fight as soon as possible.
El foi permitid e incentivód a improvisá ne kes scripts.,Ele foi permitido e incentivado a improvisar nos scripts.,He was allowed and encouraged to improvise on the scripts.
7th Sea també te chei de sociadade secret.,7th Sea também está cheio de sociedades secretas.,7th Sea is also full of secret societies.
M xkecê de José nome dód p J Balvin.,Eu me esqueci de José nome dado de J Balvin.,I forgot about José J Balvin's given name.
"Kel último objetive ê ""apróxima de forma progressive kes pais parcer de Mediterrâneo de mecanisme de proteção civil europeu"".","O objetivo último é ""aproximar progressivamente os países parceiros do Mediterrâneo do mecanismo de proteção civil europeu"".","The ultimate goal is to ""bring the Mediterranean Partner Countries progressively closer to the European Civil Protection Mechanism."""
Tone rápte esse segund cicle podê ser incontród?,Quão rápido esse segundo ciclo pode ser encontrado?,How quickly can this second cycle be found?
"P resolvê kes divida de clube se presidente, Manfred Harder, bei esca parcer adequade.","Para resolver as dívidas do clube o seu presidente, Manfred Harder, buscou parceiros adequados.","To resolve the club's debts its president, Manfred Harder, looked for suitable partners."
"Mas mesm essim tite falta um pkedin de sal, onoh?","Mas mesmo assim falta um pouco de sal, né?","But still lack a bit of salt, right?"
Es tem menos elemente ke N?,Eles têm menos elementos que N?,Do these have fewer elements than N?
"Desse manera, {1, 2} te denota um conjunte cujo único elemente ê 1 e 2.","Dessa maneira, {1,2} denota um conjunto cujos únicos elementos são 1 e 2.","Thus {1, 2} denotes the set whose only elements are 1 and 2."
Porkê ke Deus podia ter apenas um fí e porkê ke el tinha ke mrrê?,Por que Deus poderia ter apenas um filho e por que ele teria que morrer?,Why could God only have one son and why would he have to die?
Isse te sua moda termites!,E isso soa como termites!,And that sounds like termites!
M xkecê e m txá algo ne kel árvore.,Esqueci-me e deixou algo para aquela árvore.,I forgot and left something at that tree.
"""Bzot lembrá, Nos Senhor te escondê p tráz de kes farrapo.""","""Lembrai-vos, Nosso Senhor esconde-se por trás daqueles farrapos.""","“Remember, Our Lord hides behind those rags.”"
"No entante, 2002 AA29 ke te pertence a es.","No entanto, 2002 AA29 não pertence a estes.","However, 2002 AA29 does not belong to these."
Bôs lealdade verdader ê kes p bô mestre infernal.,Suas verdadeiras lealdades são para o seu mestre infernal.,Their true loyalties are to their infernal master.
"Ne total, Maria perdê 8 de ses 14 fí.","No total, Maria perdeu 8 de seus 14 filhos.","In all, Maria lost 8 of his 14 children."
M tava gosta tontê de gasta mas temp por one ne estrada.,Eu só gostaria de gastar tanto tempo por ano na estrada.,I only like to spend so much time per year on the road.
Tem alguém lá doente entre bzot?,Está alguém entre vós doente?,Is any sick among you?
"Es sugeri que Estados Unidos tava apoiód ne América Central ká era democrácia, mas repressão.","Eles sugeriram que o que os Estados Unidos estavam apoiando na América Central não era democracia, mas repressão.",They suggested that what the United States was supporting in Central America was not democracy but repression.
Joane ê um progressão p mim.,Joanne é uma progressão para mim.,Joanne is a progression for me.
"Mas de 1,900 des precisa de óculos.",Mais de 1.900 deles precisam de óculos.,"More than 1,900 of them need glasses."
"Ne um sistema criód p Putin, so ê possivel p Putin vencê.","Em um sistema criado por Putin, só é possível para Putin vencer.","In a system created by Putin, it is only possible for Putin to win."
"Não, porkê ê ondê ke psoas te comprá ses livre.","Não, porque é onde as pessoas compram seus livros.","No, because that's where people buy their books."
El també perdê p Josh Daniels ne noite seguinte.,Ele também perdeu para Josh Daniels na noite seguinte.,He also lost to Josh Daniels the following night.
"Dfavor, entra. - Dayon Kamo.","Por favor, entre. - Dayon Kamo.",Please come in. - Dayon Kamo.
Ate mesm Eubel 1913 ainda aceita esse xtória.,Até mesmo Eubel 1913 ainda aceitou essa história.,Even Eubel 1913 still accepted this story.
"Moda Rose, el vive ne Terra.","Como Rose, ele vive na Terra.","Like Rose, he lives on Earth."
Sexy Blogtime!,Sexy Blogtime!,Sexy Blogtime!
Bô projete tem esse qualidade?,O seu projeto tem essa qualidade?,Does your project have this quality?
Tonte profundamente um comprometimente de um amizade deve bai? ...,Quão profundamente o comprometimento de uma amizade deve ir? ...,How deeply should a friendship commitment go? ...
E ê isse ke no te oia ne volta de Mach 1.,E é isso que vemos em torno de Mach 1.,And that's what we see around Mach 1.
Kel imagem foi ilustród p Bob Grant e Bob Totten.,A imagem foi ilustrada por Bob Grant e Bob Totten.,The image was illustrated by Bob Grant and Bob Totten.
Capitão Scott e capitão Oates te mostra nos isse.,O capitão Scott e o capitão Oates mostraram-nos isso.,Captain Scott and Captain Oates have shown us that.
 George nunca ê mencionód depos de trigésimo sexte capitúlo.,George nunca é mencionado após o trigésimo sexto capítulo.,George is never mentioned after the thirty-sixth chapter.
"No entante, evidência de lingua Udi te sugeri ke es te existi.","No entanto, a evidência da língua Udi sugere que eles existem.","However, evidence from the Udi language suggests that they exist."
Honra p kes arma de Itália!,Honra para as armas da Itália!,Honour to the arms of Italy!
Fiona també ê done de um cadera de roda ke realmente le'n mestê.,Fiona também é dono de uma cadeira de rodas que ela realmente não precisa.,Fiona also owns a wheelchair she doesn't really need.
575 ne se boca.,575 em sua boca.,575 in his mouth.
"P Amy e Karma, no krê isse.","Para Amy e Karma, queremos isso.","For Amy and Karma, we want that."
POSIX 2008 te xpecifica um substituição p es interface.,O POSIX 2008 especifica uma substituição para estas interfaces.,POSIX 2008 specifies a replacement for these interfaces.
Será ke no deve txmá tud es de cúmplice?,Será que devemos chamá-los todos de cúmplices?,Could we call them all accomplices?
Esse país tem orgulhê de bô e el ê agradecid p bô.,Este país tem orgulho de você e é agradecido a você.,"This country is proud of you, and grateful to you."
Tud plomanhá um leão te cordá.,Todas as manhãs um leão acorda.,Every morning a lion wakes up.
"No entante, suponhá ke bô te oferecê $100 p George p kel pione.","No entanto, suponha que você ofereça $100 a George pelo piano.","However, suppose you offer George $100 for his piano."
"Strawson te dá exemple ""kel mesa te coberte de livre"".","Strawson dá o exemplo ""a mesa está coberta com livros"".","Strawson gives the example ""the table is covered with books""."
Es tava ajuda kes candidate a fazê isse? 3.,Eles ajudariam candidatos a fazer isso? 3.,Would they assist candidates who would do so? 3.
"Por fim, el dzejá ke el podia ter incontród Naoto mut mes ced.","Por fim, ele desejou que ele poderia ter encontrado Naoto muito mais cedo.","Lastly, he wished that he could have met Naoto much earlier."
M kris tontê mudá ess mund tão dominód p materialismo!,Eu queria tanto mudar este mundo tão dominado pelo materialismo!,I wanted so much to change this world so dominated by materialism.
"Des vez, no entante, Mãe Wolff també te presente.","Desta vez, no entanto, a Mãe Wolff também está presente.","This time, however, Mother Wolff is also present."
"Três de kes mod sem fim tava disponivel antxê ne Puyo Pop Fever: Endless Fever, Endless Task et Endless Original.","Três dos modos sem fim estavam disponíveis anteriormente em Puyo Pop Fever: Endless Fever, Endless Task et Endless Original.","Three of the endless modes were previously available in Puyo Pop Fever: Endless Fever, Endless Task, and Endless Original."
"Má, ote vez ukê ke més bô te xperá de um video de Lana?","Mas, novamente o que mais você espera de um vídeo da Lana?",But then again what else did you expect from a Lana video?
"Porém ne setembre de 2001, Mendes pdi mas temp.","Porém em setembro de 2001, Mendes pediu mais tempo.","But by September 2001, Mendes requested more time."
Kes porta de percepção e Céu e Inferne.,As portas da percepção e O céu e o inferno.,The Doors of Perception and Heaven and Hell.
Morgan: antxê de dnher ou kualker ote cosa.,Morgan: Antes do dinheiro ou de qualquer outra coisa.,Morgan: Before money or anything else.
Entre kes crítica de kel relatório sobre julgamente e kes sentença de seção 29 te afirma: 29.,"Entre as críticas do relatório sobre o julgamento e as sentenças, a seção 29 afirma: 29.","Among the report's criticisms of the trial and sentences, section 29 stated: 29."
Trebaia 15 hora por dia te construí um hom.,Trabalhar 15 horas por dia constrói um homem.,Working 15 hours a day builds a man.
El també ê txmód de 10.4 cimera Inter-coreana.,Ele também é chamado de 10.4 cimeira Inter-coreana.,It is also called the 10.4 Inter-Korean summit.
1986 - kel Cor de se Destine ....,1986 - A Cor do Seu Destino ....,1986 - A Cor do Seu Destino ....
Mim ká te aceita ke Gopher Prairie te ser maior ou mas generose ke Europa!,Não aceito que Gopher Prairie seja maior ou mais generosa do que a Europa!,I do not admit that Gopher Prairie is greater or more generous than Europe!
"A partir desse mumente, tud kes future álbum de Rolling Stones tite bei ser produzid por es ou em colaboração ke um produtor externe.","A partir deste lançamento, todos os futuros álbuns dos Rolling Stones seriam produzidos por eles ou em colaboração com um produtor externo.","Starting with this release, all future Rolling Stones albums would either be produced by themselves or in collaboration with an outside producer."
"Te existi um lugar p dondê ke bô, Dracula, podê bei.","Existe um lugar para onde você, Dracula, pode ir.","There is a place where you, Dracula, can go."
Utu txám mi so p vive mi so ne kes rotxá!,Utu deixou-me para viver sozinho nas montanhas!,Utu left me to live all alone in the mountains!
"No te precisa de heroínas moda bô, Tina.","Nós precisamos de heroínas como você, Tina.","We need more heroines like you, Tina."
"Nhes oi te aberte, Kain.","Meus olhos estão abertos, Kain.","My eyes are opened, Kain."
M tava dá tud nhá dnher p e m tava comprá tud ses ropa!,Eu daria todo o meu dinheiro para e compraria todas as suas roupas!,I'd give all my money to and buy all her clothes!
"Adicionód a isse, es sinti ke es tava ""te bei p Sirius""","Adicionado a isso, eles sentiam que estavam ""indo para Sirius.""","Added to this they felt they were ""moving on to Sirius."""
Kualker um ke desrespeita esse país e kel bandera.,Qualquer um que desrespeite este país e a bandeira.,Anybody who disrespects this country and the flag.
"Porém, ne verdade, so kel figura de dreita ê coreane.","Porém, na verdade, apenas a segunda figura da direita é coreana.","Actually though, just the second figure from the right is Korean."
"Mim êne de gosta de oia kes moss lá fora, ke tão pokê xpreriência.","Eu não gosto de ver aqueles caras lá fora, com tão pouca experiência.",I don't like to see these guys out there with so little experience.
Kel filme també fcá contsid come Next! on The Next Victim.,O filme também foi conhecido como Next! ou The Next Victim.,The film was also known as Next! or The Next Victim.
Foi realmente entre mim má Ken.,Foi realmente entre mim e Ken.,It was actually between me and Ken.
també ê possivel.,também é possível.,is also possible.
"E se for p um motive moda esse, bô tem ke ter bô pena agravód.","E se for por um motivo como esse, tem que ter sua pena agravada.","And if for a reason like this, you have to have your penalty aggravated."
"Ne tud Europa, Dónde Están Ladrones? foi um dcepção comercial.","Em toda a Europa, Dónde Están los Ladrones? foi uma decepção comercial.","Across Europe, Dónde Están los Ladrones? was a commercial disappointment."
Ke tava ser maravilhose ter um zoológico ne San Diego?,Não seria maravilhosos ter um zoológico em San Diego?,Wouldn't it be wonderful to have a zoo in San Diego?
Bô ke kel nove Migrante!,Você é o novo Migrante!,You are the new Migrator!
Powell usá kel frase so um vez so.,Powell usa a frase apenas uma vez.,Powell uses the phrase only once.
No tive ke afasta desse sugestão xpecifico.,Tivemos que nos afastar dessa sugestão específica.,We had to walk away from that particular suggestion.
Kel ote era 80% Robertinho.,O outro era 80% Robertinho.,The other was 80% Robertinho.
Einda êne foi descoberte manera ke es ferramenta foi criód tão ced ne Japão.,Ainda não se sabe por que essas ferramentas surgiram tão cedo no Japão.,It is not known why such tools were created so early in Japan.
Um segund encontre ne Buenos Aires reforça kes acorde comercial.,Um segundo encontro em Buenos Aires reforçou os acordos comerciais.,A second meeting in Buenos Aires strengthened the trade agreements.
"Banco Mundial, PNUD e ate UNSC te usa tud es kes termos.","O Banco Mundial , PNUD e até o UNSC usam ambos os termos.","The World Bank, UNDP and even the UNSC all use both terms."
"Sully, ká era cidade de ouro, era isse.","Sully, não era uma cidade de ouro, era isto.","Sully, it wasn't a city of gold, it was this."
"Kel roter foi baseiód ne kel obra If I Die Before I Wake, de Sherwood Kind.","O roteiro é baseado na obra If I Die Before I Wake, de Sherwood King.",It is based on the novel If I Die Before I Wake by Sherwood King.
Dos festa e nenhum campeão.,Duas festas e nenhum campeão.,"""Duas festas e nenhum campeão."
"940–944, mas el ke era tão poderose moda antxê.","940–944, mas ele não era tão poderoso quanto antes.","940–944, but he was not as powerful as before."
Um te bai salva Wheeler!,Eu irei salvar o Wheeler!,I'll save Wheeler!
1160 ou segund um visão diferente ne 1142.,"1160, ou, segundo uma visão diferente, em 1142.","1160, or, according to a different view, in 1142."
Fornece Young-joon tem um bocód de conselhe.,Fornece Young-joon com muitos conselhos.,Provides Young-joon with much advice.
Rick e Miriam que tmá nehum droga antxẽ do ke contsê.,Rick e Miriam não tomaram nenhuma droga antes do ocorrido.,Rick and Miriam did not take any drugs before it happened.
"Um ote dzê: "" Ainda tem vinte e nove"".","O outro disse: ""Ainda há vinte e nove"".","The other said: ""There are still twenty nine."""
Es procediment tem riscos substanciais ; so John e outes trinta e dois Spartans sobrevive.,Estes procedimentos têm riscos substanciais; apenas John e outros trinta e dois Spartans sobrevivem.,These procedures have substantial risks; only John and thirty-two other Spartans survive.
Miles Davis nunca ta fazê isso.,Miles Davis nunca faria isso.,Miles Davis would never do that.
Kes dos força agora ê m exército.,As duas forças são agora um exército.,The two forces are now one army.
Invokam sobre nhas estrela!,Invoque-me sob minhas estrelas!,Invoke me under my stars!
Cada um te oia traboi de ote ne temp real.,Cada um vê o trabalho do outro em tempo real.,Each sees the other's work in real time.
Es fazê um causa comum contra kes dos home russo.,Eles fazem uma causa comum contra os dois homens russos.,They make common cause against the two Russian men.
Oia manera ke Wes ê lembród p se temp ei.,Veja como Wes é lembrado por seu tempo aqui.,Look at how Wes is remembered for his time here.
"Ukê ker ke seja ke kel luz era, êne dem forma de sebê.","O que quer que a luz fosse, não há meios de saber.","Whatever the light was, we have no means of knowing."
Mim ke tava imeginá maior prazer do ke servi p revolução.,Eu não podia imaginar maior prazer do que servir a revolução.,I could imagine no greater pleasure than serving the revolution.
Ondê ke bô ta?,Onde é que tu estás?,Where are you?
Ondê kte fcá Avenida 5 de Julho?,Onde fica a Avenida 5 de Julho?,Where is 5 de Julho Avenue?
Kem ke presidente de república?,Quem é o presidente de república?,Who is the President of the Republic?
Tonte temp no tite bei passa lá ne kel casa?,Quanto tempo vamos passar ai naquela casa?,How long will we spend there in that house?
Tonte one ke bô tem?,Quantos anos tens?,How old are you?
Kem ke kel lá?,Quem é aquele?,Who's that?
Condê ke bô te viajá?,Quando é que vais viajar?,When will you travel?
M te fliz. M passá nhá dia te fazê so cosa ke m te gosta.,Estou feliz. Passei o meu dia só a fazer coisas de que gosto.,I'm happy. I spent my day just doing things I like.
M tite andá pes rua já te um temp.,Eu estou andando por essas ruas já tem um tempo.,I'm walking around these streets has been time.
"M tava gosta de oiob, um dia.","Eu gostaria de te ver, um dia.",I would like to see you one day.
De dondê ke bô ê?,Tu es de onde?,Where are you from?
Mim ê de Santo Antão. M nasce e kria lá.,Eu sou de Santo Antão. Nasce e cresci aí.,I'm from Santo Antao. Born and raised there.
Intressante ê bô êne krê bei.,Interresante é tu não quereres ir.,Interesting is you don't want to go.
M tava te pensá ne bô. Come sempre.,Estava a pensar em ti. Como sempre.,I was thinking about you. As always.
"M te ne Praia grinhecin, mas log te dób fala.","Estou  na Praia agora, mas tarde irei te ver.","I'm on the beach now, but late I will see you."
Cab Verde ê nos terra.,Cabo Verde é a nossa terra.,Cape Verde is our land.
M oia ess video lembrem log ne kel braça.,Eu vi este video e lembrei logo em ti.,I saw this video and immediately remembered you.
"Adê, mim també.","Pois, eu também.","Well, me too."
"Esse li e solução mas curte pa esse problema, ma é ne única solução mas curte., p.291.","Esta é a mais curta solução para o problema, mas não é a única solução mais curta., p. 291.","This is a shortest solution to the problem, but is not the only shortest solution., p. 291."
Wounded1996 isda na atrai noves fãs.,Wounded 1996 os ajudou a atrair novos fãs.,Wounded 1996 helped them attract new fans.
P. dzê nos que quel terceiro tite fazê.,P. Diga-nos o que o terceiro está a fazer.,Q. Tell us what the third is doing.
E ninguém que te pode ajudas ou libertas - so Deus!,"""E ninguém os pode ajudar ou libertar - só Deus!","""And nobody can help or liberate them - only God!"
Osse  expecialmente ques de nariz podê vrá disforme.,Os ossos especialmente aqueles do nariz podem se tornar disformes.,The bones especially those of the nose may become misshapen.
"Es ke encontral, mas es encontra kel embaixador.","Eles não os encontraram, mas encontraram o embaixador.",They did not find them but they have found the ambassador.
Ne Tobolsk no tinha sempre algum cosa p fazê.,Em Tobolsk tínhamos sempre alguma coisa para fazer.,In Tobolsk there was always something to do.
No tive 12 one de infern porque no ke tava falá,Tivemos 12 anos de inferno porque não falávamos ...,We got 12 years of hell because we didn't speak...
Ne frente de nhá salada?!,Bem na frente da minha salada?!,Right in front of my salad?!
Dean tite bei volta ne kel joge de caça?,Quando Dean vai voltar para o jogo da caça?,When will Dean get back in the hunting game?
El també te descubri ke Jenny na verdade é G-Girl.,Ele também descobre que Jenny na verdade é G-Girl.,He also finds out that Jenny is in fact G-Girl.
"No entante, Jang tava ne fund de classe social.","No entanto, Jang estava no fundo da classe social.","However, Jang was at the bottom of the social class."
Ke tite bei ser possível porkê no tem membre ktê gosta de bibê e de kmê carne.,Não seria possível porque temos membros que gostam de beber e de comer carne.,It wouldn't be possible because we have members who like drinking and eating meat.
Temp congelá e UD dá Chuck três opção.,O tempo congela e UD dá Chuck três opções.,Time freezes and UD gives Chuck three choices.
Gora bô sabê manera ke m te sinti tud dia!,Agora você sabe como eu me sinto todos os dias!,Now you know how I feel every day!
Kel gote tinha ke estód lá.,O gato tinha de estar lá.,The cat had to be there.
Portant no caba ke kel livre de factke piada.,Portanto acabamos com um livro de factos com piadas.,So we ended up with a fact book with jokes.
"Ne ""Chris"", Tony te kmeça te prendê nadá ote vez.","Em ""Chris"", Tony começa a aprender a nadar novamente.","In ""Chris"", Tony has started learning to swim again."
Es kmeça te perguntá ses primer kestão sobre injustiça.,Eles começam a perguntar as suas primeiras questões sobre injustiça.,They are beginning to ask their first questions about injustice.
"Es te existi hoje moda adversár de Reine, propósito e vontade de Deus.","Eles existem hoje como adversários do Reino, propósito e vontade de Deus.","They exist today as adversaries to the kingdom, purpose and will of God."
"Ne realidade, el tem apenas dos dia de vida e el ê apenas ignorante.","Na realidade, ele tem apenas dois dias de vida e apenas é ignorante.","In reality, he is only two days old and merely ignorant."
M tenta controlá um universe caótico.,Eu tentei controlar um universo caótico.,I've tried to control a chaotic universe.
Solaris 10 ukê ke tem de nove.,Solaris 10 O que há de novo.,Solaris 10 What's New.
Mund ao lód de Falco mudá.,O mundo ao redor do Falco mudou.,The world around Falco has changed.
Lean em particula ê mut bem produzid.,Leon em particular é muito bem produzido.,Leon in particular is very well produced.
Sharma ne 2011 te xplicá tud es fator.,Sharma em 2011 explica todos esses fatores.,Sharma in 2011 explains all such factors.
Manera ke el tava funcioná sem Cristina ne se vida?,Como ela poderia funcionar sem Cristina em sua vida?,How could she possibly function without Cristina in her life?
"Nos êne podê akerdita mas ne deus romano Plutão, má einda no tem um senso de conexão ma kel ex-pleneta.","Nós podemos não acreditar mais no deus romano Plutão, mas nós ainda temos um senso de conexão com o ex-planeta.","We may no longer believe in the Roman god Pluto, but we still have a sense of connection with the former planet."
El tinha 48 one condê el publicá Rab and His Friends.,Ele tinha 48 anos quando publicou Rab and His Friends.,He was 48 years old when he published Rab and His Friends.
"Durante esse temp, el infeta diretamente 38 psoa.","Durante este tempo, ele infecta diretamente 38 pessoas.","During this time, he directly infects 38 people."
"M lutá um centena de batalha p França, e nenhum contrá el ...","Lutei uma centena de batalhas pela França, e nem uma contra ela ...","I have fought a hundred battles for France, and not one against her ..."
"Se bô te precisa de um mãe, m podê criá tontê bô kiser.","Se você precisa de uma mãe, eu posso criar quantas você quiser.","If you need a mother, I can create as many as you want."
"Spock te presente, mas não come primer Oficial.","Spock estava presente, porém não como Primeiro Oficial.","Spock was present, but not as first officer."
Saban dzê ke se maior preocupação ê protegê Israel.,Saban diz que sua maior preocupação é proteger Israel.,Saban says his greatest concern is to protect Israel.
Maxon tem ke otxá um esposa ne mei des mnina.,Maxon terá que achar uma esposa entre essas garotas.,Maxon must find a wife among these girls.
Ele tinha 48 one condê el publica Rab and His Friends,No ano seguinte somente Zabel estava lá.,The following year only Zabel was there.
"Jane també foi txód de forá, send um Promo.","Jane também foi deixado de fora, sendo um Promo.","Jane was also left out, being a Promo."
Einda mim ke oia Kelly verdader...,Ainda não vi a verdadeira Kelly...,We do not yet see the real Kelly...
Ne próxima semana em tite bei construil se casa nove.,Na próxima semana vou construir sua nova casa.,Next week I will build his new house.
"Segund Thierry, Deus criá kes quate elemente ne primeiro momente.","Segundo Thierry, Deus criou os quatro elementos no primeiro momento.","According to Thierry, God created the four elements in the first moment."
Ashton Russel juntá novamente p Diversity.,Ashton Russell juntou-se novamente a Diversity.,Ashton Russell re-joined diversity.
El êne kmeçá te xtúda italiano imediatamente.,Ele não começou a estudar italiano imediatamente.,He did not start to study Italian immediately.
"Sim, mim ê um livre sobre mei ambiente.","Sim, eu sou um livro sobre o meio ambiente.","Yes, I am a book about the environment."
"Bô nasce um mulçulman, e ê isso.","Você nasceu um muçulmano, e é isso.",You're born a Muslim and that's it.
Kem krê oiam come Hamlet?,Quem quer me ver como Hamlet?,Who wants to see me as Hamlet?
Al Ahly representá África cink vez.,O Al Ahly representou a África cinco vezes.,Al Ahly has represented Africa five times.
"Ne primer sexta-fera desse mês, m pdi Nos Senhor ke p iluminam.","Na primeira Sexta-feira deste mês, pedi a Nosso Senhor que me iluminasse.","On the First Friday of this month, I asked Our Lord to enlighten me."
"Certamente, ká tem nada ne kel joge em si p mantes acordód.","Certamente, não há nada no jogo em si para mantê-los acordados.","Certainly, there is nothing in the game itself to keep them awake."
Kual ke possibilidade de exatamente 4 de 10 te ser verde?,Qual é a probabilidade de que exatamente 4 das 10 sejam verdes?,What is the probability that exactly 4 of the 10 are green?
Alex: Pará de fingí ke bô te importá ke mim!,Alex: Pare de fingir que você se importa comigo!,Alex: Stop pretending you care about me!
Ntom m volta ke esse criança doente.,Então voltei com a criança doente.,Then I went back with the sick child.
Ntom el êne ê omnipotente.,Então ele não é omnipotente.,Then he is not omnipotent.
Letterman: Ne 1975 m fazê isso.,Letterman: Em 1975 eu fiz isso.,Letterman: In 1975 I did that.
Bô tite bei estód ei ne one 2000 e no te xpiá manera ke m tite bei ser consideród ntom.,Você estará aqui no ano 2000 e veremos como eu sou considerado então.,You'll be here in the year 2000 and we'll see how I'm regarded then.
"Esse problema podê ter um pergunta de, no podê dzê, 4.","Este problema pode ter uma pergunta de, digamos, 4.","This problem might have an answer of, say, 4."
Bô krê ke kes território d kes Comores torná independente?,Você quer que o território das Comores se torne independente?,Do you want the Comoros' territory to become independent?
"Mas um vez, el viajá p tud pais p encorajá e p motivá pove neerlandês.","Mais uma vez, ela viajou por todo o país para encorajar e para motivar o povo neerlandês.",Once again she travelled around the country to encourage and motivate the Dutch people.
"Por exemple, corre podê ser um tip xpecifico de veículo: corre ê um veículo.","Por exemplo, os carros podem ser um tipo específico de veículo: carro é um veículo.","For instance, cars may be a specific type of vehicle: car is a vehicle."
El tinha um benfeitor de kes cidade kel funda.,Foi um benfeitor das cidades que fundou.,He was a benefactor of the cities he founded.
"Mas també, ê possivelmente kel mas importante!","Mas também, e possivelmente o mais importante!","But also, and possibly most importantly!"
El foi planeód moda um canal regional.,Ele foi planejado como um canal regional.,It was planned as a regional channel.
"Kel ideia de samurai, e kel tradição lá.","A idéia do samurai, e a tradição lá.","The idea of the samurai, and the tradition there."
El voltá p comédia ke You Never Can Tell 1951.,Ele voltou para a comédia com You Never Can Tell 1951.,He returned to comedy with You Never Can Tell 1951.
Moda sitód ne Quark Soup.,Como citado em Quark Soup.,As quoted in Quark Soup.
"No entante, ne regresse p Bangkok, Jane recolhê alguns fotográfia.","No entanto, no regresso a Bangkok, Jane recolhe algumas fotografias.","However, on returning to Bangkok, Jane collects some photographs."
El lutá Fera ntom.,Ela então lutou Fera.,She then fought Fera.
"II, 1766, praticamente um comunicação.","II, 1766, praticamente uma continuação.","II, 1766, practically a continuation."
"Oh, Samoa, segurá firme bô poder pre sempre.","Oh, Samoa, segure firme seu poder para sempre.","Oh, Samoa, hold fast your power forever."
29: Kes soviéticos krê territórios nove.,29: Os soviéticos querem novos territórios.,29: The Soviets want new territories.
"Sermão 81, Um oração p Alá.","Sermão 81, Uma oração para Alá.","Sermon 81, A prayer to Allah."
"P Vivian, amor ê um cosa p dá e recebê,","Para Vivian, o amor é a maior coisa para dar e receber.","For Vivian, love is the greatest thing to give and to receive."
Einda ê um besta ke bô devê monta.,Ainda é uma besta que você deve montar.,It's still a beast that you must ride.
JJAMZ kmeça ne um moment intressante ne tud nos vida.,JJAMZ começou em um momento interessante em todas as nossas vidas.,JJAMZ started at an interesting time in all of our lives.
