Capverdian Creole,Portuguese,English
"ma també bô tem k levem log um mancarra, p tont temp k m tite xperob","mas também tens de me levar logo uma mancarra contigo, pelo quanto de tempo que tenho te esperado",
"Clar k um t levob el, diaza um tite prometeb el","Claro que eu o te levarei, a muito que o te prometo",
E bô t guardam um chuclat,E tu vais me guardar um chocolate,
mim t barra d sodade d casa també,eu tenho muitas saudades de casa também,
no tem controt ntom,então nós temos contrato,
També diaza bô k bem,Também à muito tempo que tu não vieste,
m tava la n fim d one,eu estava ai no final do ano,
ma diaza prop,mas a muito tempo mesmo,
Manera bô t dret?,Como tu estás?,
"dret, e bô?","bem, e tu?",
T detod e bô,Estou deitado e tu?,
Ess vida manera? bô ma kes mussin?,Está vida como vai? Tu e os rapazes?,
Mim k tem nenhum,Eu não tenho nenhum,
"nos ê dos, ntom","nós somos dois, então",
K bô t na el?,O que estás a fazer?,
tei t faze um troboi,estou aqui a fazer um trabalho,
"infadod n Santo Antão, manera k isse ê possivel mesm?","enfadado em Santo Antão, como é que isso é possível, mesmo?",
Manera bô ta?,Como é que tu estás?,
Ness féria no tite bei faze uns dos cena?,Nesta feira nós vamos fazer muitas cenas?,
klar. Ê só bô dzem,Claro. É śo me dizeres,
graça d oiob també,vontade de te ver também,
Mi també,eu também,
t gosta d nos amizad n mesma,eu gosto da nossa amizade na mesma,
ntom iss k importa,então isso que importa,
no tem mut k pronta,nós temos muito que aprontar,
Tite xperob so bem,Estou só a espera de tu vires,
mim t xpera k des vez t ser diferent,eu espero que dessa vez seja diferente,
Cond k bô tite bem?,Quando é que tu virás?,
"cond m tmá féria, ai já m t tem data","quando eu tomar férias, aí eu já terei uma data",
So traboi casa,Só trabalho casa,
Hoje k t cond d sei,Hoje não estou com muita vontade de sair,
Hoje não,Hoje não,
Falta elgum cosa?,Falta alguma coisa?,
Bô,Tu,
"mim, asser?","eu, a sério?",
ntom olim n kemim,"então, já estou à caminho",
T fca t xperob,Vou ficar a tua espera,
"t manham, fca kul","até amanhã, fica bem",
"Mim t consod, isso sim","eu estou cansado, isso sim",
Falta d uns massagem p relaxa,Estou com falta de um massagem para relaxar,
Txam bé fezeb El,Deixa-me o ir te fazer,
Já m t bei,Já vou,
nada d especial,nada de especial,
Já bô sebe,Tu já sabes,
Manera foi bô dia hoje?,Como foi o teu dia hoje?,
M oia nha avó,Eu vi a minha avó,
e manera k foi?,E como foi?,
Mim t txega d xcola ago,Eu estou a chegar da escola agora,
Bô tiv bom aula?,Tu tiveste boa aula?,
Sim foi descontra,Sim foi relaxado,
Já t k graça d tmá féria,já estou com vontade de tomar férias,
Cond k bô tite bei ter féria?,Quando é que tu vais ter férias?,
ma bô t bem log p Ponta do Sol?,mas tu virás logo para Ponta do Sol?,
bô tite bem log p Santo Antão,mas tu virás logo para Santo Antão?,
Einda kepes d passa mas um tempo prei,Ainda sou capaz de passar mais um tempo aqui,
Essim k m t gosta,Assim que eu gosto,
Dess vez t bei dob fala,Desta vez eu vou te ver,
S jam dzeb,Se já te disse,
T fca t xpera,Eu ficarei a espera,
"Mancarra, ago bô betem n pont","Mancarra, agora tu bateste-me no ponto",
desculpem,desculpa-me,
Ess ê um emig d meu n merda,Este é um amigo meu nas suas merdas,
El curtib prop,Ele gostou mesmo de ti,
Bô t txel mexeb n bô Facebook,Tu o deixas mexer no teu Facebook,
"Não, el ê kt mete dond k el ene txmod, tava kel ebert n nh computador","Não, ele é que se mete onde ele não é chamado, estava com ele aberto no meu computador",
Bô ma el t mora djunt?,Tu e ele estão juntos?,
"Não, m tei n escola, pos iss","Não, estou aqui na escola, por isso",
Kual bô cor preferid?,Qual a tua cor preferida?,
Pret,Preto,
pret tem se lugar,preto tem o seu lugar,
Porque k bô perguntem?,Porque tu me perguntaste?,
m tite pensa n bei p casa n um des dia,eu estou a pensar em ir para casa em um desses dias,
bei t prepara,vai preparando,
tava t caba treine agora,estava a terminar de treinar agora,
mim t prei p traboi,eu estou aqui pelo trabalho,
nunca bô dzem bô job e d oke mesm?,"nunca tu me disseste que o teu trabalho é de que, mesmo?",
T faze caixa n um loja,Eu faço caixa em uma loja,
cond m txi p casa m t bei dob fala,quando eu descer para casa eu vou te ver,
promesa ê divida,promessa é divida,
tont hora bô t sei,a que horás tu sais?,
Um t sei 8:30,eu saio as 8:30,
mokem k bô ene dzem diaza? Tava t pensa n passa p panhob.,porque é que não me disseste antes? Estava a pensar em passar para te pegar.,
s bô tava ei bô k tava dzem essim,se tu estivesses aqui não me dirias isso,
xpera bô t oia,espera para tu veres,
k bô tite bei pronta hoje,o que é que vais aprontar hoje?,
m t tite bei sei ma um emiga dmeu,eu vou sair com uma amiga minha,
Bô t n casa?,Tu estás em casa?,
agoh goza kmi...,Agora goza comigo...,
bô t dzem p um dob fala ma bô ene d na casa,Tu me dizes para ir te ver mas não estás em casa,
"sim, ê k m tava t pronta um cosa por iss","sim, é que eu estava a aprontar uma coisa por isso",
uke k bô tava t pronta?,o que é que tu estavas a aprontar?,
Ont tava lá p bô zona...,Ontem eu estava ai pela tua zona...,
k bô bei pronta pralá?,o que é que foste aprontar por aí?,
Lá tava k um festa,Aí estava com uma festa,
Era log lá debox,Era logo ai em baixo,
T relaxod n casa,Estou relaxado em casa,
T xtod sem gost d sei,Eu ando sem muita vontade de sair,
Ma bô devia fca t sei d vez em quand,Mas tu deverias ficar a sair de vez em quando,
"Sim, m t sei, so ont k mim ene dava k gost","Sim, eu saio, só ontem que eu não estava com muita vontade",
Bô t dam fala t sei ma bh,Vêm me ver e eu saio contigo,
No t combina dret,Nós combinamos melhor,
ê so bô dzem,é só tu me dizeres,
"porque, uke k bô tem?","porque, o que é que tu tens?",
Ont es mata um emig dmeu,Ontem mataram um amigo meu,
Ma oke k contse?,Mas o que aconteceu?,
"Já tinha el oiod, ma por alto...","Já o tinha visto, mas por alto...",
Ess cosa lá ê complicod,Essas coisas aí são complicadas?,
já t k vontad d oiob,já estou com vontade de te ver,
Mim també t k vontad d oiob,Eu também estou com vontade de te ver,
"oia, m t txi p casa hoje detard e m t bem segunda plomanha","olha, eu vou descer para casa hoje de tarde e retorno na segunda de tarde",
"s bô kizer bei dam fala manham ou depos de manham, xtod avontade","se tu quiseres ir me ver amanhã ou depois de amanhã, esteja á vontade",
talvez tite bei sobd p bô zona,talvez eu irei sábado para a tua zona,
bô t txá menssagem s bô bem ou k,me deixa mensagem se tu virás ou não,
Bô ene bem?,Tu não vieste?,
"Já m sei, ma einda m tei n Ponta do Sol","Eu já saí, mas ainda estou em Ponta do Sol",
"Mim t prei p boxe, ma não prop lá","Eu estou aqui por baixo, mas não mesmo ai",
Pensa bô tava t bé pralá,Pensei que tu irias por aí,
Lá t chei d gent?,Aí está com muita gente?,
"Não, mim tei n rbera pert dalá","Não, eu estou aqui na ribeira perto daí",
"Ma cheio d gent, axo k não... Ma lá t k uns psoa","mas cheio de gente, acho que não... Mas aí está com algumas pessoas",
"Olim t bei t lá, ma so p compra algo","Estou a ir até aí, mas só para comprar algo",
"Bô devia fca pra lá, n festa","Tu deverias ficar por ai, na festa",
No tei relaxod,Nós estamos aqui relaxados,
No t fca sem oia nton?,Nós ficaremos sem nos ver então?,
Com muita pena,Com muita pena,
culpa k ê dmeu,a culpa não é minha,
Minha també não,Minha também não,
M t xpia s m t muda passagem p m bei quarta,Eu vou ver se eu consigo mudar a passagem para eu ir na quarta,
Valéria dem fala hj,"Valéria, vem me ver hoje",
"Hoje s um bé pra lá, t xpia s um t dob fala","Hoje se eu for por ai, vejo se vou te ver",
For bô t txem mensagem n nha número,"Se for, deixa-me menssagem no meu número",
"K porke se nos ene oia gora, no t oia so próximo one","Porque se nós não nos vermos agora, nós nos veremos só no próximo ano",
"Mim t suave, já t prei p São Vicente","Eu estou suave, já estou por aqui em São Vicente",
Já?,Já?,
Sim m bem segunda,Sim eu cheguei aqui na segunda,
klar desd ont tite proveita,"Claro, desde ontem que estou a aproveitar",
M t n São Pedro,Eu estou em São Pedro,
"T txga ei p casa grinhecin, tava t anda um bocod","Estou a chegar em casa agora mesmo, estava a andar um pouco",
"Nem por iss, t falob a sério","Nem por isso, estou a te falar a sério",
Manera k foi?,Como é que foi?,
Foi cul,Foi bom,
K bô pronta?,O que foi que tu aprontaste?,
so um sei ma nhes emig,só sai com os meus amigos,
"diaza ene dinha tid notícia d bô, e es dia tava tud t pensa n bô","a muito que não tenho tido notícias tuas, e esses dias estava sempre a pensar em ti",
Ma k t oiob online,Mas eu não te vejo online,
Bô pode txá menssagem m t oiel,Tu podes deixar mensagem que eu o vejo,
Mim ktem chat dzativod,eu é que tenho o chat desativado,
"e bô, k t dzid d bô?","e tu, o que é dito de ti?",
já bô sabe manera,"já sabes, como é",
Bô ma ess vida? contam d bô.,Tu e essa vida? Conta-me de ti.,
diaza nos ene fala dret,A muito que nós não falamos muito bem,
bô també bô tite volta,tu também estás a voltar,
bô tem bendonod,tu me tens abandonado,
Txá diss,Deixa-te disso,
Mi nunca um tem largob,Eu nunca te vou largar,
m sabe,eu sei,
E bô ma ess xcola?,E tu e essa escola?,
"Ma já bô tite bem termina, ono?","Mas tu já vais terminar, ou não?",
"sim, último one","sim, último ano",
bô kre trá prova,tu quieres tirar provas,
e bô já ene kre mes xcola?,e tu já não queres mais escola?,
Um kre sim,Eu quero sim,
Tite xpera nhe irma dzem s um t bei xtuda próximo one ou não,Estou a espera da minha irmã me dizer se eu vou para a escola no próximo ano ou não,
K el ê kte pagam xcola,Porque é ela que está a pagar-me a escola,
"pensa bô tava bem esse one, já tava k uns idea","eu pensei que virias este ano aqui, já estava com umas ideias",
"Ess COVID ê k txám frok, k nhe irma tava xtod t trabalha es k tava peguel","Essa COVID é que me deixou fraco, porque a minha irmã estava a trabalhar mas eles não apagavam",
essim ê complicod prop,assim é complicado mesmo,
"mas práximo one bô t bem k força, cada cosa n s temp","mas no próximo ano tu virás com força, cada coisa no seu tempo",
Mi ma el k t fala por causa d se comportament,Eu e ele não falamos por causa do seu comportamento,
Bô tite bem?,Tu estas a vir?,
Tite perguntob?,Estou a te perguntar?,
Uke k bô kre p um gordob?,O que é que tu queres que eu te guarde?,
Bô t presentem uns dos emiga d bossa,Tu vais me apresentar algumas amigas tuas,
Uns mancarra,Algumas mancarras,
Ma bô ê dod n bô mancarra,Mas tu és doido em mancarra,
"klar, kel lá ê lei","Claro, aquilo aí é lei",
"Bô ê bom n informática, nera?","Tu és bom em informática, não é?",
"Sim, n oke k m t faze sim","Sim, em o que eu faço sim",
M tite bem pedib um favor,Eu vou te pedir um favor,
"Tava t bem xpia s bô tava consegui descubri ê kenhe, so atravez d kel número, por favor","Estava a ver se tu conseguirias descobrir quem é, só através do número, por favor",
porke ess cosa já tite passa d limite,porque esta coisa já está a passar dos limites,
M t xpia,Eu vou ver,
"Mim já tite pensam até bé n plicia, k ess cosa já t dmas","Eu já estou a pensar até em ir a policia, porque esta coisa já está demais",
"M t xpia, t dzeb","Vou ver, te digo",
Ma bô t devem um mancarra,Mas tu me deves uma mancarra,
S mim ene otxá nada bô t bei p plicia sim,Se eu não encontrar nada tu irás a polícia sim,
"Cond bô bem, t dob tont mancarra k bô kiser","Quando tu vieres, te darei quantas mancarras tu quiseres",
s for bô t dzem kualkuer cosa,se for tu me dizes qualquer coisa,
"Ok, m t dzeb","OK, eu te direi",
Tont m kizer?,Quanto eu quiser?,
Oia k m t cobra,Olha que eu vou cobrar,
Bô consegui?,Tu conseguiste?,
"Tava t xkecid, einda ene dive temp p xpiel","Estava até esquecido, ainda não tive tempo de o ver",
oia k essim m t xkece k nos ê emig,olha que assim eu esqueço que nós somos amigos,
txá diss,deixa-te disso,
Fliz one nov,Feliz ano novo,
igualment,igualmente,
Manera bô passa ess fim d one?,Como foi que tu passaste esse fim de ano?,
"foi mesm bom, e bô?","foi mesmo bom, e tu?",
M txmob e bô ene dze nada. Kel número ene dá.,Eu te telefonei e tu não disseste nada. O número não deu.,
Bô ene responde,Tu não me respondeste,
"Diaza nos ene fala, t xpia manera k bô tá.","A muito que não falamos, estou a ver como é que tu estás.",
"Tava n casa, m txmob e k, ma ene dá","Estava em casa, te chamei e que, mas não deu",
Grinhecin tava ei t dá nos conversa p riba,Estava aqui a dar as nossas conversas para cima agora mesmo,
sodad d bô,saudades tuas,
Mim sebbe uke ktite passa k bô,Não sei o que está a passar contigo,
Cond bô poder retorna,Quando tu poderes retorna,
"S m demora n responde, txá mensagem n nh número 5843604","Se eu demorar em responder, deixa mensagem no meu número 5843614",
Xpera k bô t dret,Espero que estejas bem,
M tava sem móvel por iss k um k tava t respond,Eu estava sem telefone por isso que não estava a responder,
"m t manda bô irmã mensagem, el dob recod?","Eu enviei mensagem para a tua irmã, ela deu o recado?",
Yh el dem recod e um dzel p dzeb k um tava sem tlefone,Yh ela me deu o recado e eu lhe disse para te dizer que estava sem telefone,
m tava k ideia d bei dob fala n Ponta do Sol,eu estava com ideia de ir te ver em Ponta do Sol,
Bô tava bem,Tu deverias ter vindo,
s m sebia m tava bei sim,se eu soubesse eu ia sim,
"ene p preocupa, k oportunidade ene d falta","não é para preocupares, porque oportunidades é o que não faltam",
"dvagar, dvagar...","devagar, devagar...",
mim ta t pensa k contse elgum cosa kbô,eu estava a pensar que tinha acontecido algo contigo,
Um gosta bô preocupação k mim,Eu gostei da tua preocupação comigo,
també ene p passa tont temp essim sem dá notícia,também não é para passar muito tempo assim sem dar notícias,
bô t bé perticipa n torneiro ntom?,Tu vais participar no torneio então?,
cond k bô t bem dá fala prei?,Quando é que tu virás visitar por aqui?,
Tite xpia s um t bei ess fim d mes ei,Estou a ver se vou nesse final de mês aqui,
"no tem ones sem oia, prop","nós temos anos sem nos vermos, mesmo",
bô ma kel namorada bossa manera?,Tu e a tua namorada tua como vão?,
"mim pensa bzot tava t bei txega n algum acert, depos k mes calma","eu pensei que vocês iriam chegar em algum acerto, depois com mais calma",
Bô ma kes fema pralá?,Tu e as miúdas por aí?,
mim já tem uns mes prei t xtod porod,Eu já tenho uns meses por ai que estou parado,
"antes d bô dze k mintira moda tud nhes emig, esse ê mas pura verdade","antes de tu disseres que é mentira como todos os meus amigos, essa é a mais pura verdade",
m t n asser,estou a sério,
mim nem sebe uke ktite passa k mim,eu nem sei o que está a passar comigo,
Ê falta d vontade?,É falta de vontade?,
"não, ene falta d vontad, porke as vez de dem uns voltade k so vist","não, não é falta de vontade, porque as vezes me de umas vontades que só visto",
"mim ene sebe, m t sinti descontra, m t suave","eu não sei, estou a me sentir relaxado, estou suave",
"mim s for p faze algo, m t otxá k jam kre um cosa mes descontra, mes suave","eu se for para fazer algo, eu acho que eu quero uma coisa mais relaxada, mas suave",
um cosa mas intimo,uma coisa mais íntima,
Tip um namorada,Tipo uma namorada,
"e kes gent kt tenta metem fala e k, ene t despertem iss, log ntom t mante n nha tont","e as pessoas que tentam me meter conversa e que, não me despertam isso, logo então eu fico no meu lugar",
acho k bô tite bei senta e xpera um tont,acho que tu vais sentar e esperar mais um pouco,
Já t na hora,Já está na hora,
bô tite bei xpera um tont,tu vias esperar um pouco,
nínguem ene krem,ninguém me quer,
"mim també tava seid, m txega gora p bem deta","eu estava saindo, cheguei agora para vir-me deitar",
Txá d fala mintira,Deixa-te de falar mentiras,
Bô tava ma boj emig?,Tu estavas com os teus amigos?,
yah no bei oia um jog,yah nós fomos ver um jogo,
n temp cert el t perce,no tempo certo ele vai aparecer,
k bzot tite bei pronta?,o que é que vocês irão aprontar?,
"No tava prei t kme um pizza, ma jam tite bei p casa","Nós estávamos por aqui a comer umas pizzas, mas eu já estou a ir para casa",
"já, einda t sed.","já, ainda está cedo.",
bô deve bei dá um bonhe d mar,tu deverias ir tomar um banho de mas,
Manha tem traboi plomanha,Amanhã tenho trabalho de manhã,
Bô ta ê doid...,Tu estás doido...,
Bô kre oiem mort,Tu queres me ver morta,
"era bom, dá bô tava refresca, m ta t companhob","seria bom, tu irias logo te refrescar, eu até te iria acompanhar",
Enton bô tava bé bô so,Então tu irias tu sozinho,
tá levob t rasta,Eu iria te levar a rastar,
Bô k tava pod,Tu não irias conseguir,
bô kre testa?,tu queres testar?,
algo t dzem k bô tava t bei tmá kel bonhe,algo está a me dizer que tu irias tomar o banho,
"K ess frio ê kta, não, nem pagod","com esse frio que está, não, nem pagado",
um dia no t faze ess test,um dia nós fazemos este teste,
so p consta,só para constar,
T fca t xperob,Eu ficarei a tua espera,
"txám bem deta, fca kul","deixa-me vir deitar, fica bem",
sempre bom fala ma bo,sempre bom falar contigo,
p bô també,para ti também,
Mim també t gosta d fala ma bô,Eu também gosto de falar contigo,
tite planea bem oia um filme,estou a planear vir ver um filme,
T prei sentod sem nada p faze,Estou por aqui sentado sem nada por fazer,
no t oia um filme e fala,nós vemos o filme e conversamos,
T xpera k um dia no t passa uns moment dess,Espero que um dia nós iremos passar por momentos destes,
bô t lembra kel temp k mim ma bô tava compremitid,Tu lembras do tempo em que eu e tu estávamos comprometidos,
log cond no contse,logo quando nós conhecemos,
"pelo menos m contseb n kel época lá, k s fosse n ote nos ene era tont emig essim","pelo menos eu te conheci naquela época aí, porque se fosse em outra, nós não éramos muito amigos assim",
As vez t fca t pensa já no oia 1 vez so,As vezes fico a pensar que nós já vimos e 1 vez só,
"Ma no tem um intimidad, moda s no tem kostume d xtod sempre djunt","Mas nós temos uma intimidade, como que se tivéssemos o hábito de estar sempre juntos",
mim d bem dala sem oiob,não virei daí sem te ver,
"nem k m bei panhob n troboi, e xpera n kel porta ate bô sei","nem que eu for te pegar no trabalho, e esperar na porta até que tu saíres",
bei t dzem dond bô t trebaia log d gora,vai me dizendo desde já onde é que trabalhas,
ê so bô dzem cond k bô tite bem,é só tu me dizeres quando é que tu virás,
bô número t continua o mesmo?,o teu número continua o mesmo?,
m tel sim,eu o tenho sim,
um des dia no deve fala p chamada,um desses dias nós devemos nos conversar por chamada,
um des dia t txmob,um desses dias eu te telefono,
tont hora k bô t sei d traboi?,quantas horas tu sais do trabalho?,
um bocod d temp livre ate dnot,muito tempo livre até de noite,
"Ma cond bô tiver t bem, bô t dzem","Mas quando tu estiveres a vir, tu me dizes",
klar k m t dzeb,claro que eu te vou dizer,
Tem k bei oiob t isga um dia,tenho que te ir ver jogar um dia,
P bô dem kel apoio,Para tu me dares o apoio,
Pera bô oia,Espera e tu verás,
Mim ene d lembra uúltima vez k m pô pe n um bola,Eu não lembro quando foi a última vez que coloquei os pés em uma bola,
Bô t trabalha n uke?,Tu trabalhas em que?,
N dos empresa de desenvolvimento de software,em duas empresas de desenvolvimento de software,
Ê sempre bom,É sempre bom,
"E bô, k bô t gosta d faze?","E tu, o que gostas de fazer?",
Tip k bô t gosta realment.,Tipo o que gostas de fazer realmente.,
"Tip cond bô era mnine, uke k bô tava senha ser","Tipo quando tu eras criança, o que é que tu sonhavas em ser",
tud gent tem um sonhe d um cosa k el kris ser cond mnine,toda gente tem um sonho de uma coisa que ele quis ser quando criança,
Mim era austronauta,eu era astronauta,
Advogada,Advogada,
Bô kris ser senhora advogada,Tu querias ser senhora advogada,
k kes vestid pertedin,com aqueles vestidos apertadinhos,
"Talvez porke nhe irma ê advogada, agoh um kris també","Talvez porque a minha irmã é advogado, agora eu quis ser também",
Mim go tava gosta d oiob vestid kel fot,Eu agora gostaria de te ver vestido o fato,
"El tava t bé fkem bnith, nera?","Ele iria me ficar bonito, não é?",
"Sim, klar","Sim, klar",
Ma mim ene era so mod iss,Mas eu não era só sobre isso,
Enton ê mes uk?,Então era mais o que?,
"Mier k saia ou vestid formal, ê um cosa mut xpetacular","Mulher com saia ou com vestido formal, é uma coisa muito espetacular",
"D um ar d independência, de poder, mas xpecificament de desafio","Dá um ar de independência, de poder, mas especificamente de desafio",
Onde nha part?,Onde está a minha parte?,
Já bô txem Kmel?,Já o comeste?,
Go bô t fca t devem um,Agora tu ficarás a me dever uma?,
Cond bô bem,Quando é que tu virás?,
Mes um p conta enton,Mais um para a conta,
Pera no bem xpia tont k já tem n conta,Espera e vamos ver quanto já temos na conta,
jam k t nem lembra,eu já nem me lembro,
M sebe ê um bocod,Eu sei que são muitos,
Ntom prepara,Então preparate,
Ma tem bom moviment?,Mas tem bom movimento?,
Dia k bô bem t levob lá,Dia que tu vieres eu te levaria ai,
Tá prop gosta,Ai mesmo gostar,
Mim m t uvi tud tip d música,Eu oiço todo o tipo de música,
"Mim també ebert a ovi tud, mas t uvi mes ê rock","Eu também sou aberto a ouvir tudo, mas eu oiço mas é rock",
Kel lá k bô musica preferid?,Essa é a tua música preferida?,
Bô kre ovi nha musica preferid?,Tu queres ouvir a minha música preferida?,
kual k bossa?,Qual é a tu?,
mi k tem,eu não tenho,
Bô bem volatil,Tu és bem volátil,
"Mim e mas apegod a bandas, a artistas","Eu sou mais apegado a bandas, e artistas",
ma k banda k bô t gosta mes?,mas que bandas tu gostas mais?,
"Rock, Punk, Blues, etc...","Rock, Punk, Blues, etc...",
tem po um almoç n lume,vou colocar o almoço no lume,
m kre també,eu quero também,
"soma log ntom, depos so oia um film e bei tmá um bonhe d mar","aparece logo então, depois só ver um filme e ir tomar um banho de mar",
ntom patxá,então despachate,
Pena k bô t long,Pena que tu estás longe,
"moda m t dze um emig dmeu, nos dia t txega","como eu digo um amigo meu, a nosso dia chegará",
T tmá cafe,Estou a tomar café,
so gora,só agora,
M deta 6 hora d plomanha,Eu deitei-me às 6 horas da manhã,
